date,week,year,day,category,food_item,delivery_company,orders,staff_required
29/07/2023,30,2023,Saturday,vegan,Veg Samosa,UberEats,3,9
29/07/2023,30,2023,Saturday,mixed,Doro Wot,JustEat,2,9
29/07/2023,30,2023,Saturday,vegan,Spinach,Deliveroo,3,9
29/07/2023,30,2023,Saturday,mixed,Awaze Tibs,Deliveroo,3,9
29/07/2023,30,2023,Saturday,vegan,Miser Kik,JustEat,2,9
29/07/2023,30,2023,Saturday,vegan,Difen Miser Wot,Deliveroo,2,9
29/07/2023,30,2023,Saturday,vegan,Atkilt Wot,JustEat,2,9
29/07/2023,30,2023,Saturday,vegan,Plain Rice,JustEat,1,9
29/07/2023,30,2023,Saturday,vegan,Fries,Deliveroo,3,9
29/07/2023,30,2023,Saturday,mixed,Meat Combination,JustEat,1,9
29/07/2023,30,2023,Saturday,vegan,Veg Samosa,Deliveroo,3,9
29/07/2023,30,2023,Saturday,vegan,Difen Miser Wot,UberEats,3,9
29/07/2023,30,2023,Saturday,vegan,Fries,Deliveroo,3,9
29/07/2023,30,2023,Saturday,vegan,Miser Kik,Deliveroo,1,9
29/07/2023,30,2023,Saturday,vegan,Veg Samosa,JustEat,1,9
29/07/2023,30,2023,Saturday,vegan,Plain Rice,JustEat,3,9
29/07/2023,30,2023,Saturday,vegan,Kategna,JustEat,1,9
29/07/2023,30,2023,Saturday,mixed,Beef Alicha,Deliveroo,3,9
29/07/2023,30,2023,Saturday,mixed,Lamb Tibs,Deliveroo,3,9
29/07/2023,30,2023,Saturday,mixed,Key Wot,Deliveroo,2,9
29/07/2023,30,2023,Saturday,mixed,Awaze Tibs,In-house,2,9
29/07/2023,30,2023,Saturday,vegan,House Salad,Deliveroo,3,9
29/07/2023,30,2023,Saturday,mixed,Lamb Tibs,Deliveroo,1,9
29/07/2023,30,2023,Saturday,mixed,Lamb Tibs,In-house,3,9
29/07/2023,30,2023,Saturday,vegan,Plain Rice,UberEats,2,9
29/07/2023,30,2023,Saturday,mixed,Meat Combination,In-house,3,9
29/07/2023,30,2023,Saturday,mixed,Meat Combination,JustEat,3,9
29/07/2023,30,2023,Saturday,mixed,Meat Combination,In-house,2,9
29/07/2023,30,2023,Saturday,vegan,Spinach,In-house,2,9
29/07/2023,30,2023,Saturday,vegan,Shiro Wot,UberEats,2,9
29/07/2023,30,2023,Saturday,mixed,Meat Samosa,In-house,3,9
29/07/2023,30,2023,Saturday,mixed,Minchet Abish Wot,JustEat,1,9
29/07/2023,30,2023,Saturday,mixed,Meat Combination,In-house,2,9
29/07/2023,30,2023,Saturday,mixed,Meat Samosa,JustEat,2,9
29/07/2023,30,2023,Saturday,mixed,Beef Alicha,JustEat,3,9
29/07/2023,30,2023,Saturday,vegan,Spinach,In-house,1,9
29/07/2023,30,2023,Saturday,mixed,Meat Samosa,JustEat,2,9
29/07/2023,30,2023,Saturday,mixed,Meat Combination,In-house,3,9
29/07/2023,30,2023,Saturday,vegan,Fries,JustEat,1,9
29/07/2023,30,2023,Saturday,mixed,Doro Wot,UberEats,3,9
29/07/2023,30,2023,Saturday,vegan,House Salad,Deliveroo,3,9
29/07/2023,30,2023,Saturday,mixed,Chicken Tibs,In-house,3,9
29/07/2023,30,2023,Saturday,mixed,Minchet Abish Wot,UberEats,3,9
29/07/2023,30,2023,Saturday,vegan,Fries,UberEats,2,9
29/07/2023,30,2023,Saturday,vegan,Plain Rice,JustEat,3,9
29/07/2023,30,2023,Saturday,mixed,Lamb Tibs,UberEats,1,9
29/07/2023,30,2023,Saturday,vegan,Ater Kik,JustEat,1,9
29/07/2023,30,2023,Saturday,vegan,Veg Combination,In-house,1,9
29/07/2023,30,2023,Saturday,vegan,Spinach,In-house,2,9
29/07/2023,30,2023,Saturday,mixed,Meat Samosa,UberEats,1,9
29/07/2023,30,2023,Saturday,vegan,Ater Kik,In-house,1,9
29/07/2023,30,2023,Saturday,vegan,House Salad,Deliveroo,3,9
29/07/2023,30,2023,Saturday,vegan,House Salad,JustEat,2,9
29/07/2023,30,2023,Saturday,mixed,Meat Samosa,In-house,1,9
29/07/2023,30,2023,Saturday,vegan,Fosolia,UberEats,2,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,UberEats,3,9
30/07/2023,30,2023,Sunday,mixed,Doro Wot,In-house,2,9
30/07/2023,30,2023,Sunday,vegan,Kategna,In-house,1,9
30/07/2023,30,2023,Sunday,vegan,Kategna,UberEats,2,9
30/07/2023,30,2023,Sunday,vegan,Veg Samosa,JustEat,2,9
30/07/2023,30,2023,Sunday,vegan,Ye Som Fir Fir,In-house,3,9
30/07/2023,30,2023,Sunday,mixed,Awaze Tibs,UberEats,2,9
30/07/2023,30,2023,Sunday,mixed,Meat Combination,JustEat,3,9
30/07/2023,30,2023,Sunday,vegan,Ater Kik,UberEats,2,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,JustEat,1,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,In-house,2,9
30/07/2023,30,2023,Sunday,vegan,Fries,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Minchet Abish Wot,UberEats,3,9
30/07/2023,30,2023,Sunday,vegan,Veg Combination,Deliveroo,3,9
30/07/2023,30,2023,Sunday,mixed,Lamb Tibs,In-house,3,9
30/07/2023,30,2023,Sunday,mixed,Meat Combination,JustEat,3,9
30/07/2023,30,2023,Sunday,vegan,Atkilt Wot,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Lamb Tibs,UberEats,1,9
30/07/2023,30,2023,Sunday,vegan,Atkilt Wot,JustEat,1,9
30/07/2023,30,2023,Sunday,vegan,Difen Miser Wot,JustEat,2,9
30/07/2023,30,2023,Sunday,mixed,Chicken Tibs,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Chicken Tibs,Deliveroo,2,9
30/07/2023,30,2023,Sunday,mixed,Lamb Tibs,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Doro Wot,JustEat,1,9
30/07/2023,30,2023,Sunday,mixed,Minchet Abish Wot,In-house,3,9
30/07/2023,30,2023,Sunday,mixed,Key Wot,JustEat,1,9
30/07/2023,30,2023,Sunday,mixed,Chicken Tibs,UberEats,2,9
30/07/2023,30,2023,Sunday,mixed,Doro Wot,UberEats,2,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,In-house,1,9
30/07/2023,30,2023,Sunday,mixed,Lamb Tibs,In-house,1,9
30/07/2023,30,2023,Sunday,vegan,Shiro Wot,Deliveroo,1,9
30/07/2023,30,2023,Sunday,vegan,Veg Samosa,JustEat,1,9
30/07/2023,30,2023,Sunday,mixed,Awaze Tibs,JustEat,1,9
30/07/2023,30,2023,Sunday,vegan,Shiro Wot,UberEats,2,9
30/07/2023,30,2023,Sunday,vegan,Difen Miser Wot,UberEats,1,9
30/07/2023,30,2023,Sunday,mixed,Awaze Tibs,JustEat,1,9
30/07/2023,30,2023,Sunday,mixed,Minchet Abish Wot,JustEat,3,9
30/07/2023,30,2023,Sunday,vegan,Fosolia,Deliveroo,2,9
30/07/2023,30,2023,Sunday,mixed,Doro Wot,UberEats,2,9
30/07/2023,30,2023,Sunday,vegan,Kategna,In-house,3,9
30/07/2023,30,2023,Sunday,mixed,Chicken Tibs,UberEats,2,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,Deliveroo,2,9
30/07/2023,30,2023,Sunday,vegan,Veg Combination,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Chicken Tibs,JustEat,3,9
30/07/2023,30,2023,Sunday,vegan,Ye Som Fir Fir,In-house,2,9
30/07/2023,30,2023,Sunday,vegan,Ye Som Fir Fir,Deliveroo,2,9
30/07/2023,30,2023,Sunday,mixed,Awaze Tibs,In-house,1,9
30/07/2023,30,2023,Sunday,mixed,Doro Wot,UberEats,2,9
30/07/2023,30,2023,Sunday,mixed,Meat Combination,Deliveroo,1,9
30/07/2023,30,2023,Sunday,mixed,Meat Combination,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,UberEats,1,9
30/07/2023,30,2023,Sunday,mixed,Lamb Tibs,JustEat,2,9
30/07/2023,30,2023,Sunday,mixed,Minchet Abish Wot,In-house,2,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,JustEat,3,9
30/07/2023,30,2023,Sunday,vegan,Plain Rice,In-house,1,9
30/07/2023,30,2023,Sunday,mixed,Beef Alicha,JustEat,3,9
30/07/2023,30,2023,Sunday,vegan,Veg Combination,UberEats,2,9
30/07/2023,30,2023,Sunday,vegan,Ater Kik,UberEats,1,9
30/07/2023,30,2023,Sunday,vegan,Miser Kik,JustEat,2,9
30/07/2023,30,2023,Sunday,vegan,Fosolia,JustEat,2,9
31/07/2023,31,2023,Monday,vegan,Difen Miser Wot,In-house,1,5
31/07/2023,31,2023,Monday,vegan,Veg Combination,Deliveroo,1,5
31/07/2023,31,2023,Monday,vegan,Ater Kik,JustEat,1,5
31/07/2023,31,2023,Monday,vegan,Shiro Wot,Deliveroo,1,5
31/07/2023,31,2023,Monday,vegan,Plain Rice,In-house,1,5
31/07/2023,31,2023,Monday,vegan,Ater Kik,In-house,1,5
31/07/2023,31,2023,Monday,vegan,Spinach,Deliveroo,1,5
31/07/2023,31,2023,Monday,mixed,Lamb Tibs,Deliveroo,1,5
31/07/2023,31,2023,Monday,mixed,Minchet Abish Wot,Deliveroo,1,5
31/07/2023,31,2023,Monday,vegan,Plain Rice,UberEats,1,5
31/07/2023,31,2023,Monday,mixed,Chicken Tibs,UberEats,1,5
31/07/2023,31,2023,Monday,mixed,Minchet Abish Wot,JustEat,1,5
31/07/2023,31,2023,Monday,vegan,Ye Som Fir Fir,JustEat,1,5
31/07/2023,31,2023,Monday,mixed,Doro Wot,JustEat,1,5
31/07/2023,31,2023,Monday,mixed,Lamb Tibs,JustEat,1,5
31/07/2023,31,2023,Monday,vegan,Miser Kik,In-house,1,5
31/07/2023,31,2023,Monday,vegan,Ye Som Fir Fir,JustEat,1,5
01/08/2023,31,2023,Tuesday,vegan,Miser Kik,UberEats,1,5
01/08/2023,31,2023,Tuesday,mixed,Awaze Tibs,Deliveroo,1,5
01/08/2023,31,2023,Tuesday,vegan,Ye Som Fir Fir,In-house,1,5
01/08/2023,31,2023,Tuesday,mixed,Doro Wot,Deliveroo,1,5
01/08/2023,31,2023,Tuesday,mixed,Awaze Tibs,Deliveroo,1,5
01/08/2023,31,2023,Tuesday,mixed,Chicken Tibs,Deliveroo,1,5
01/08/2023,31,2023,Tuesday,mixed,Awaze Tibs,Deliveroo,1,5
01/08/2023,31,2023,Tuesday,mixed,Key Wot,In-house,1,5
01/08/2023,31,2023,Tuesday,mixed,Meat Samosa,Deliveroo,1,5
01/08/2023,31,2023,Tuesday,vegan,Miser Kik,In-house,1,5
02/08/2023,31,2023,Wednesday,mixed,Lamb Tibs,JustEat,1,5
02/08/2023,31,2023,Wednesday,vegan,Plain Rice,Deliveroo,1,5
02/08/2023,31,2023,Wednesday,mixed,Awaze Tibs,Deliveroo,1,5
02/08/2023,31,2023,Wednesday,mixed,Doro Wot,In-house,1,5
02/08/2023,31,2023,Wednesday,mixed,Key Wot,UberEats,1,5
02/08/2023,31,2023,Wednesday,vegan,Veg Combination,UberEats,1,5
02/08/2023,31,2023,Wednesday,vegan,Plain Rice,JustEat,1,5
02/08/2023,31,2023,Wednesday,mixed,Meat Combination,UberEats,1,5
02/08/2023,31,2023,Wednesday,vegan,Shiro Wot,In-house,1,5
02/08/2023,31,2023,Wednesday,vegan,Spinach,Deliveroo,1,5
03/08/2023,31,2023,Thursday,mixed,Lamb Tibs,JustEat,1,5
03/08/2023,31,2023,Thursday,vegan,Fosolia,UberEats,1,5
03/08/2023,31,2023,Thursday,vegan,Veg Samosa,JustEat,1,5
03/08/2023,31,2023,Thursday,mixed,Lamb Tibs,In-house,1,5
03/08/2023,31,2023,Thursday,mixed,Beef Alicha,In-house,1,5
03/08/2023,31,2023,Thursday,mixed,Doro Wot,Deliveroo,1,5
03/08/2023,31,2023,Thursday,vegan,Spinach,Deliveroo,1,5
03/08/2023,31,2023,Thursday,vegan,Ater Kik,JustEat,1,5
03/08/2023,31,2023,Thursday,mixed,Minchet Abish Wot,Deliveroo,1,5
03/08/2023,31,2023,Thursday,mixed,Key Wot,JustEat,1,5
03/08/2023,31,2023,Thursday,vegan,Shiro Wot,In-house,1,5
03/08/2023,31,2023,Thursday,mixed,Awaze Tibs,In-house,1,5
03/08/2023,31,2023,Thursday,vegan,House Salad,In-house,1,5
03/08/2023,31,2023,Thursday,mixed,Minchet Abish Wot,In-house,1,5
04/08/2023,31,2023,Friday,mixed,Key Wot,JustEat,1,7
04/08/2023,31,2023,Friday,vegan,Atkilt Wot,Deliveroo,2,7
04/08/2023,31,2023,Friday,mixed,Meat Samosa,UberEats,2,7
04/08/2023,31,2023,Friday,mixed,Lamb Tibs,UberEats,1,7
04/08/2023,31,2023,Friday,vegan,Shiro Wot,UberEats,1,7
04/08/2023,31,2023,Friday,mixed,Meat Combination,UberEats,2,7
04/08/2023,31,2023,Friday,mixed,Meat Combination,Deliveroo,2,7
04/08/2023,31,2023,Friday,mixed,Awaze Tibs,Deliveroo,1,7
04/08/2023,31,2023,Friday,mixed,Meat Samosa,UberEats,1,7
04/08/2023,31,2023,Friday,vegan,Veg Combination,JustEat,1,7
04/08/2023,31,2023,Friday,vegan,Ye Som Fir Fir,In-house,2,7
04/08/2023,31,2023,Friday,vegan,Fries,In-house,1,7
04/08/2023,31,2023,Friday,mixed,Lamb Tibs,Deliveroo,1,7
04/08/2023,31,2023,Friday,mixed,Minchet Abish Wot,In-house,1,7
04/08/2023,31,2023,Friday,mixed,Awaze Tibs,In-house,1,7
04/08/2023,31,2023,Friday,vegan,House Salad,In-house,1,7
04/08/2023,31,2023,Friday,vegan,Ater Kik,UberEats,1,7
04/08/2023,31,2023,Friday,vegan,Veg Combination,In-house,1,7
04/08/2023,31,2023,Friday,vegan,Fosolia,JustEat,1,7
04/08/2023,31,2023,Friday,mixed,Beef Alicha,UberEats,1,7
04/08/2023,31,2023,Friday,vegan,Plain Rice,In-house,1,7
04/08/2023,31,2023,Friday,vegan,Veg Samosa,JustEat,2,7
04/08/2023,31,2023,Friday,vegan,Kategna,In-house,1,7
04/08/2023,31,2023,Friday,vegan,Kategna,JustEat,1,7
04/08/2023,31,2023,Friday,mixed,Key Wot,In-house,1,7
04/08/2023,31,2023,Friday,mixed,Chicken Tibs,Deliveroo,2,7
04/08/2023,31,2023,Friday,mixed,Meat Samosa,Deliveroo,2,7
04/08/2023,31,2023,Friday,mixed,Beef Alicha,In-house,1,7
04/08/2023,31,2023,Friday,vegan,Kategna,Deliveroo,1,7
04/08/2023,31,2023,Friday,mixed,Lamb Tibs,JustEat,1,7
04/08/2023,31,2023,Friday,vegan,Atkilt Wot,JustEat,2,7
05/08/2023,31,2023,Saturday,mixed,Key Wot,UberEats,2,9
05/08/2023,31,2023,Saturday,vegan,Fosolia,JustEat,2,9
05/08/2023,31,2023,Saturday,vegan,Miser Kik,In-house,2,9
05/08/2023,31,2023,Saturday,vegan,Spinach,In-house,3,9
05/08/2023,31,2023,Saturday,vegan,Plain Rice,UberEats,3,9
05/08/2023,31,2023,Saturday,vegan,House Salad,JustEat,1,9
05/08/2023,31,2023,Saturday,vegan,Veg Samosa,Deliveroo,1,9
05/08/2023,31,2023,Saturday,mixed,Doro Wot,JustEat,1,9
05/08/2023,31,2023,Saturday,vegan,Veg Combination,UberEats,1,9
05/08/2023,31,2023,Saturday,mixed,Meat Combination,In-house,1,9
05/08/2023,31,2023,Saturday,mixed,Chicken Tibs,JustEat,2,9
05/08/2023,31,2023,Saturday,mixed,Beef Alicha,JustEat,2,9
05/08/2023,31,2023,Saturday,vegan,Fries,In-house,1,9
05/08/2023,31,2023,Saturday,mixed,Lamb Tibs,In-house,2,9
05/08/2023,31,2023,Saturday,vegan,Ater Kik,JustEat,3,9
05/08/2023,31,2023,Saturday,vegan,Fries,JustEat,3,9
05/08/2023,31,2023,Saturday,mixed,Key Wot,UberEats,2,9
05/08/2023,31,2023,Saturday,mixed,Doro Wot,UberEats,3,9
05/08/2023,31,2023,Saturday,mixed,Beef Alicha,In-house,1,9
05/08/2023,31,2023,Saturday,vegan,Fosolia,JustEat,3,9
05/08/2023,31,2023,Saturday,mixed,Key Wot,Deliveroo,1,9
05/08/2023,31,2023,Saturday,mixed,Meat Samosa,Deliveroo,2,9
05/08/2023,31,2023,Saturday,mixed,Awaze Tibs,In-house,3,9
05/08/2023,31,2023,Saturday,mixed,Beef Alicha,In-house,3,9
05/08/2023,31,2023,Saturday,mixed,Lamb Tibs,JustEat,2,9
05/08/2023,31,2023,Saturday,vegan,Fries,Deliveroo,3,9
05/08/2023,31,2023,Saturday,vegan,Fries,JustEat,3,9
05/08/2023,31,2023,Saturday,vegan,Fosolia,UberEats,2,9
05/08/2023,31,2023,Saturday,mixed,Lamb Tibs,UberEats,1,9
05/08/2023,31,2023,Saturday,vegan,Ater Kik,JustEat,3,9
05/08/2023,31,2023,Saturday,mixed,Chicken Tibs,UberEats,2,9
05/08/2023,31,2023,Saturday,vegan,Ye Som Fir Fir,UberEats,3,9
05/08/2023,31,2023,Saturday,mixed,Meat Combination,In-house,2,9
05/08/2023,31,2023,Saturday,vegan,Kategna,Deliveroo,2,9
05/08/2023,31,2023,Saturday,vegan,Ye Som Fir Fir,In-house,2,9
05/08/2023,31,2023,Saturday,mixed,Meat Samosa,JustEat,3,9
05/08/2023,31,2023,Saturday,mixed,Beef Alicha,Deliveroo,2,9
05/08/2023,31,2023,Saturday,vegan,House Salad,Deliveroo,3,9
05/08/2023,31,2023,Saturday,vegan,Miser Kik,Deliveroo,2,9
05/08/2023,31,2023,Saturday,vegan,Difen Miser Wot,JustEat,1,9
05/08/2023,31,2023,Saturday,vegan,Fosolia,UberEats,2,9
05/08/2023,31,2023,Saturday,vegan,Veg Samosa,JustEat,2,9
05/08/2023,31,2023,Saturday,vegan,Difen Miser Wot,In-house,3,9
05/08/2023,31,2023,Saturday,vegan,Ye Som Fir Fir,JustEat,1,9
05/08/2023,31,2023,Saturday,mixed,Minchet Abish Wot,UberEats,3,9
05/08/2023,31,2023,Saturday,vegan,Plain Rice,Deliveroo,1,9
05/08/2023,31,2023,Saturday,mixed,Meat Samosa,Deliveroo,2,9
05/08/2023,31,2023,Saturday,mixed,Chicken Tibs,UberEats,1,9
05/08/2023,31,2023,Saturday,vegan,Fries,Deliveroo,1,9
05/08/2023,31,2023,Saturday,mixed,Meat Samosa,Deliveroo,2,9
05/08/2023,31,2023,Saturday,mixed,Lamb Tibs,JustEat,3,9
06/08/2023,31,2023,Sunday,vegan,Ater Kik,Deliveroo,3,9
06/08/2023,31,2023,Sunday,vegan,Fries,Deliveroo,3,9
06/08/2023,31,2023,Sunday,vegan,Atkilt Wot,JustEat,1,9
06/08/2023,31,2023,Sunday,vegan,Fries,Deliveroo,3,9
06/08/2023,31,2023,Sunday,mixed,Minchet Abish Wot,In-house,1,9
06/08/2023,31,2023,Sunday,vegan,Veg Combination,Deliveroo,1,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,UberEats,2,9
06/08/2023,31,2023,Sunday,mixed,Doro Wot,JustEat,1,9
06/08/2023,31,2023,Sunday,mixed,Key Wot,JustEat,1,9
06/08/2023,31,2023,Sunday,vegan,Fries,Deliveroo,3,9
06/08/2023,31,2023,Sunday,mixed,Minchet Abish Wot,UberEats,1,9
06/08/2023,31,2023,Sunday,vegan,Difen Miser Wot,UberEats,3,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,Deliveroo,2,9
06/08/2023,31,2023,Sunday,mixed,Meat Samosa,UberEats,2,9
06/08/2023,31,2023,Sunday,vegan,Plain Rice,In-house,3,9
06/08/2023,31,2023,Sunday,mixed,Chicken Tibs,JustEat,3,9
06/08/2023,31,2023,Sunday,mixed,Beef Alicha,UberEats,2,9
06/08/2023,31,2023,Sunday,mixed,Meat Samosa,UberEats,3,9
06/08/2023,31,2023,Sunday,mixed,Meat Samosa,Deliveroo,3,9
06/08/2023,31,2023,Sunday,vegan,Fries,UberEats,1,9
06/08/2023,31,2023,Sunday,vegan,Fries,Deliveroo,2,9
06/08/2023,31,2023,Sunday,mixed,Meat Samosa,In-house,3,9
06/08/2023,31,2023,Sunday,vegan,Spinach,Deliveroo,1,9
06/08/2023,31,2023,Sunday,vegan,Spinach,Deliveroo,3,9
06/08/2023,31,2023,Sunday,vegan,Plain Rice,UberEats,1,9
06/08/2023,31,2023,Sunday,mixed,Key Wot,Deliveroo,3,9
06/08/2023,31,2023,Sunday,vegan,Ater Kik,UberEats,2,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,In-house,3,9
06/08/2023,31,2023,Sunday,vegan,Ye Som Fir Fir,UberEats,2,9
06/08/2023,31,2023,Sunday,vegan,Shiro Wot,JustEat,2,9
06/08/2023,31,2023,Sunday,mixed,Meat Samosa,Deliveroo,3,9
06/08/2023,31,2023,Sunday,mixed,Doro Wot,In-house,3,9
06/08/2023,31,2023,Sunday,mixed,Chicken Tibs,UberEats,2,9
06/08/2023,31,2023,Sunday,mixed,Lamb Tibs,UberEats,3,9
06/08/2023,31,2023,Sunday,mixed,Lamb Tibs,In-house,3,9
06/08/2023,31,2023,Sunday,vegan,Ye Som Fir Fir,In-house,3,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,In-house,2,9
06/08/2023,31,2023,Sunday,mixed,Chicken Tibs,In-house,3,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,Deliveroo,1,9
06/08/2023,31,2023,Sunday,vegan,House Salad,In-house,1,9
06/08/2023,31,2023,Sunday,mixed,Meat Combination,Deliveroo,3,9
06/08/2023,31,2023,Sunday,mixed,Meat Combination,UberEats,3,9
06/08/2023,31,2023,Sunday,mixed,Beef Alicha,Deliveroo,2,9
06/08/2023,31,2023,Sunday,vegan,Ye Som Fir Fir,JustEat,3,9
06/08/2023,31,2023,Sunday,mixed,Meat Combination,In-house,1,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,Deliveroo,3,9
06/08/2023,31,2023,Sunday,mixed,Key Wot,In-house,2,9
06/08/2023,31,2023,Sunday,vegan,Ye Som Fir Fir,In-house,1,9
06/08/2023,31,2023,Sunday,mixed,Meat Combination,UberEats,2,9
06/08/2023,31,2023,Sunday,mixed,Chicken Tibs,JustEat,2,9
06/08/2023,31,2023,Sunday,vegan,Shiro Wot,In-house,1,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,Deliveroo,1,9
06/08/2023,31,2023,Sunday,mixed,Awaze Tibs,Deliveroo,3,9
06/08/2023,31,2023,Sunday,vegan,Fosolia,In-house,1,9
06/08/2023,31,2023,Sunday,vegan,Atkilt Wot,In-house,1,9
06/08/2023,31,2023,Sunday,vegan,Ater Kik,In-house,1,9
06/08/2023,31,2023,Sunday,mixed,Lamb Tibs,In-house,1,9
06/08/2023,31,2023,Sunday,mixed,Minchet Abish Wot,UberEats,1,9
06/08/2023,31,2023,Sunday,mixed,Meat Combination,JustEat,1,9
06/08/2023,31,2023,Sunday,mixed,Beef Alicha,UberEats,3,9
07/08/2023,32,2023,Monday,vegan,Veg Combination,In-house,1,5
07/08/2023,32,2023,Monday,vegan,House Salad,In-house,1,5
07/08/2023,32,2023,Monday,mixed,Key Wot,JustEat,1,5
07/08/2023,32,2023,Monday,mixed,Meat Samosa,UberEats,1,5
07/08/2023,32,2023,Monday,mixed,Minchet Abish Wot,UberEats,1,5
07/08/2023,32,2023,Monday,mixed,Meat Samosa,UberEats,1,5
07/08/2023,32,2023,Monday,vegan,Spinach,Deliveroo,1,5
07/08/2023,32,2023,Monday,vegan,Spinach,Deliveroo,1,5
07/08/2023,32,2023,Monday,vegan,Ye Som Fir Fir,JustEat,1,5
07/08/2023,32,2023,Monday,mixed,Beef Alicha,JustEat,1,5
07/08/2023,32,2023,Monday,vegan,Miser Kik,Deliveroo,1,5
07/08/2023,32,2023,Monday,vegan,Fries,In-house,1,5
07/08/2023,32,2023,Monday,mixed,Awaze Tibs,In-house,1,5
07/08/2023,32,2023,Monday,vegan,Atkilt Wot,In-house,1,5
07/08/2023,32,2023,Monday,vegan,Fries,Deliveroo,1,5
07/08/2023,32,2023,Monday,mixed,Meat Samosa,In-house,1,5
07/08/2023,32,2023,Monday,mixed,Lamb Tibs,Deliveroo,1,5
07/08/2023,32,2023,Monday,vegan,Fries,Deliveroo,1,5
07/08/2023,32,2023,Monday,vegan,Atkilt Wot,In-house,1,5
07/08/2023,32,2023,Monday,mixed,Doro Wot,In-house,1,5
07/08/2023,32,2023,Monday,mixed,Beef Alicha,JustEat,1,5
07/08/2023,32,2023,Monday,mixed,Doro Wot,In-house,1,5
07/08/2023,32,2023,Monday,mixed,Lamb Tibs,Deliveroo,1,5
07/08/2023,32,2023,Monday,vegan,Miser Kik,Deliveroo,1,5
07/08/2023,32,2023,Monday,vegan,Miser Kik,JustEat,1,5
07/08/2023,32,2023,Monday,vegan,Ye Som Fir Fir,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,mixed,Beef Alicha,JustEat,1,5
08/08/2023,32,2023,Tuesday,mixed,Awaze Tibs,UberEats,1,5
08/08/2023,32,2023,Tuesday,mixed,Doro Wot,UberEats,1,5
08/08/2023,32,2023,Tuesday,vegan,Fosolia,JustEat,1,5
08/08/2023,32,2023,Tuesday,vegan,Veg Samosa,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,vegan,Veg Samosa,In-house,1,5
08/08/2023,32,2023,Tuesday,vegan,Atkilt Wot,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,mixed,Doro Wot,In-house,1,5
08/08/2023,32,2023,Tuesday,vegan,Kategna,JustEat,1,5
08/08/2023,32,2023,Tuesday,mixed,Beef Alicha,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,vegan,Atkilt Wot,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,vegan,Ye Som Fir Fir,In-house,1,5
08/08/2023,32,2023,Tuesday,vegan,Difen Miser Wot,In-house,1,5
08/08/2023,32,2023,Tuesday,vegan,Kategna,UberEats,1,5
08/08/2023,32,2023,Tuesday,mixed,Minchet Abish Wot,JustEat,1,5
08/08/2023,32,2023,Tuesday,mixed,Meat Combination,UberEats,1,5
08/08/2023,32,2023,Tuesday,vegan,Miser Kik,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,vegan,Atkilt Wot,In-house,1,5
08/08/2023,32,2023,Tuesday,vegan,Plain Rice,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,mixed,Chicken Tibs,JustEat,1,5
08/08/2023,32,2023,Tuesday,mixed,Meat Combination,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,vegan,Shiro Wot,In-house,1,5
08/08/2023,32,2023,Tuesday,vegan,Plain Rice,JustEat,1,5
08/08/2023,32,2023,Tuesday,vegan,Spinach,In-house,1,5
08/08/2023,32,2023,Tuesday,vegan,Difen Miser Wot,Deliveroo,1,5
08/08/2023,32,2023,Tuesday,mixed,Awaze Tibs,JustEat,1,5
08/08/2023,32,2023,Tuesday,mixed,Lamb Tibs,UberEats,1,5
09/08/2023,32,2023,Wednesday,vegan,Difen Miser Wot,Deliveroo,1,5
09/08/2023,32,2023,Wednesday,mixed,Awaze Tibs,JustEat,1,5
09/08/2023,32,2023,Wednesday,vegan,Plain Rice,UberEats,1,5
09/08/2023,32,2023,Wednesday,vegan,Ye Som Fir Fir,UberEats,1,5
09/08/2023,32,2023,Wednesday,mixed,Chicken Tibs,Deliveroo,1,5
09/08/2023,32,2023,Wednesday,vegan,Veg Samosa,In-house,1,5
